"park","Network","metric","mean","lower95","upper95"
"JOFL","ERMN","Hor_seed",0.83537555546388,0.741268816986084,0.920692644969712
"NERI","ERMN","Hor_seed",0.703558918895992,0.660585318174644,0.745699296388148
"APCO","MIDN","Hor_seed",0.779636559074217,0.670461954749271,0.86621082151484
"BOWA","MIDN","Hor_seed",0.801264062782827,0.656807125917365,0.920315099150183
"COLO","NCBN","Hor_seed",0.660853492132221,0.563677490303768,0.755141536992707
"FRSP","MIDN","Hor_seed",0.672629380733862,0.608247215178258,0.72842698079695
"GETT","MIDN","Hor_seed",0.807141217525685,0.724112582408454,0.880265166507671
"GEWA","NCBN","Hor_seed",0.613913624474029,0.289213982882228,0.897486013609387
"HOFU","MIDN","Hor_seed",0.566496826766,0.368175045868384,0.741836440173474
"PETE","MIDN","Hor_seed",0.617913235659726,0.525791783189543,0.709687422936609
"RICH","MIDN","Hor_seed",0.589773452405141,0.472533616552418,0.717937272750052
"SAHI","NCBN","Hor_seed",0.61037255716141,0.188456625172925,0.921480650588895
"THST","NCBN","Hor_seed",0.661256238116764,0.378754241399076,0.896558332027867
"VAFO","MIDN","Hor_seed",0.674097452971177,0.534208078119604,0.803151247168208
"ANTI","NCRN","Hor_seed",0.64434655742068,0.486527305998408,0.78576047655578
"CATO","NCRN","Hor_seed",0.642760845982503,0.531977351735007,0.741107836940248
"CHOH","NCRN","Hor_seed",0.672794968380623,0.58564507292887,0.75184869787218
"GWMP","NCRN","Hor_seed",0.556445497204797,0.357517166445078,0.754570518876887
"HAFE","NCRN","Hor_seed",0.794317520303619,0.646914849718998,0.918299388815215
"MANA","NCRN","Hor_seed",0.732001767614656,0.532674638092934,0.909091024343285
"MONO","NCRN","Hor_seed",0.572010029223847,0.379990194278998,0.734443066802363
"NACE","NCRN","Hor_seed",0.652402981973065,0.557661040505747,0.740750643454393
"PRWI","NCRN","Hor_seed",0.575797004057304,0.510746288995601,0.636860390363723
"ROCR","NCRN","Hor_seed",0.627546736674234,0.453433006039729,0.781924334975023
"WOTR","NCRN","Hor_seed",0.611695151146921,0.298183765141937,0.911257113321342
"ACAD","NETN","Hor_seed",0.440216968436647,0.3838903813145,0.495293383683817
"MABI","NETN","Hor_seed",0.676148391412535,0.550946533240173,0.794188496569458
"MIMA","NETN","Hor_seed",0.703269136890373,0.555997109947676,0.847608546416576
"MORR","NETN","Hor_seed",0.503263085182871,0.367181886001587,0.634024329594507
"ROVA","NETN","Hor_seed",0.626929150779183,0.521594731895051,0.724812785875827
"SAGA","NETN","Hor_seed",0.545778248796587,0.401888073205789,0.681227472112841
"SARA","NETN","Hor_seed",0.680659563063216,0.578691932364553,0.774138178179827
"WEFA","NETN","Hor_seed",0.817597960460483,0.709595088067906,0.917138034161598
