"park","Network","metric","mean","lower95","upper95"
"NERI","ERMN","Hor_seed",0.703558918895992,0.658637562722587,0.743845474183822
"APCO","MIDN","Hor_seed",0.779636559074217,0.663666125775682,0.871964846792311
"BOWA","MIDN","Hor_seed",0.801264062782827,0.64742032575644,0.924115126061775
"COLO","NCBN","Hor_seed",0.660853492132221,0.568488686769393,0.757985962146042
"FRSP","MIDN","Hor_seed",0.672629380733862,0.606008622870092,0.734129147326069
"GETT","MIDN","Hor_seed",0.807141217525685,0.723409658851911,0.878762445742827
"GEWA","NCBN","Hor_seed",0.613913624474029,0.299432937660886,0.875809383497079
"HOFU","MIDN","Hor_seed",0.566496826766,0.376612680228594,0.762354431862523
"PETE","MIDN","Hor_seed",0.617913235659726,0.534603938578726,0.708554159117504
"RICH","MIDN","Hor_seed",0.589773452405141,0.466325748667787,0.709344010179838
"SAHI","NCBN","Hor_seed",0.61037255716141,0.188891906572515,0.921480650588895
"THST","NCBN","Hor_seed",0.661256238116764,0.358936291106172,0.893448778754885
"VAFO","MIDN","Hor_seed",0.674097452971177,0.531114534608918,0.805332650920178
"ANTI","NCRN","Hor_seed",0.64434655742068,0.495034132150159,0.783115475405663
"CATO","NCRN","Hor_seed",0.642760845982503,0.53795475939698,0.754938607751147
"CHOH","NCRN","Hor_seed",0.672794968380623,0.589912993649652,0.75936313821457
"GWMP","NCRN","Hor_seed",0.556445497204797,0.380725446193175,0.748705578501964
"HAFE","NCRN","Hor_seed",0.794317520303619,0.655963949929155,0.926317824145739
"MANA","NCRN","Hor_seed",0.732001767614656,0.52506861083151,0.914785240796967
"MONO","NCRN","Hor_seed",0.572010029223847,0.395026308641904,0.735318155924052
"NACE","NCRN","Hor_seed",0.652402981973065,0.557822408067282,0.745023046470926
"PRWI","NCRN","Hor_seed",0.575797004057304,0.5119897064422,0.636064195061403
"ROCR","NCRN","Hor_seed",0.627546736674234,0.457128122800142,0.784167615140105
"WOTR","NCRN","Hor_seed",0.611695151146921,0.266616791912579,0.902464353512926
"ACAD","NETN","Hor_seed",0.440216968436647,0.386677149374729,0.493856936624179
"MABI","NETN","Hor_seed",0.676148391412535,0.551521456131629,0.79613415060317
"MIMA","NETN","Hor_seed",0.703269136890373,0.563986934311818,0.84399320424266
"MORR","NETN","Hor_seed",0.503263085182871,0.362200815621654,0.640157064032295
"ROVA","NETN","Hor_seed",0.626929150779183,0.53609287602549,0.725763595562084
"SAGA","NETN","Hor_seed",0.545778248796587,0.395826748803147,0.689431458681815
"SARA","NETN","Hor_seed",0.680659563063216,0.58025921359482,0.771641391058778
"WEFA","NETN","Hor_seed",0.817597960460483,0.700017401291297,0.914635247481068
