"park","order","labels","metgrp","sign","num_crit","park_reggrp","label_order"
"ROCR",21,"Tree Density","Native Subcan.","nonsign",4,"Probable Failure","Tree Density"
"ROCR",22,"Sapling BA","Native Subcan.","nonsign",4,"Probable Failure","Sapling BA"
"ROCR",23,"Sapling Density","Native Subcan.","nonsign",4,"Probable Failure","Sapling Density"
"ROCR",24,"Seedling Density","Native Subcan.","nonsign",4,"Probable Failure","Seedling Density"
"ROCR",25,"Tree BA","Exotic","nonsign",4,"Probable Failure","Tree BA"
"ROCR",26,"Tree Density","Exotic","nonsign",4,"Probable Failure","Tree Density"
"ROCR",27,"Sapling BA","Exotic","nonsign",4,"Probable Failure","Sapling BA"
"ROCR",28,"Sapling Density","Exotic","signdec_good",4,"Probable Failure","Sapling Density"
"ROCR",29,"Seedling Density","Exotic","notmod",4,"Probable Failure","Seedling Density"
"ROVA",1,"Sapling Density","Status","critical",3,"Insecure","Sapling Density"
"ROVA",2,"Seedling Density","Status","caution",3,"Insecure","Seedling Density"
"ROVA",3,"% Stocked Plots","Status","critical",3,"Insecure","% Stocked Plots"
"ROVA",4,"Stocking Index","Status","critical",3,"Insecure","Stocking Index"
"ROVA",9,"Deer Browse Impacts","Status","caution",3,"Insecure","Deer Browse Impacts"
"ROVA",10,"Flat Tree Diam. Dist.","Status","acceptable",3,"Insecure","Flat Tree Diam. Dist."
"ROVA",5,"Sapling Composition","Status","caution",3,"Insecure","Sapling Composition"
"ROVA",6,"Seedling Composition","Status","caution",3,"Insecure","Seedling Composition"
"ROVA",7,"Sorensen Sapling","Status","acceptable",3,"Insecure","Sorensen Sapling"
"ROVA",8,"Sorensen Seedling","Status","acceptable",3,"Insecure","Sorensen Seedling"
"ROVA",10,"Tree BA","Total","signinc_good",3,"Insecure","Tree BA"
"ROVA",11,"Tree Density","Total","signdec_bad",3,"Insecure","Tree Density"
"ROVA",12,"Sapling BA","Total","nonsign",3,"Insecure","Sapling BA"
"ROVA",13,"Sapling Density","Total","nonsign",3,"Insecure","Sapling Density"
"ROVA",14,"Seedling Density","Total","nonsign",3,"Insecure","Seedling Density"
"ROVA",15,"Tree BA","Native Canopy","signinc_good",3,"Insecure","Tree BA"
"ROVA",16,"Tree Density","Native Canopy","nonsign",3,"Insecure","Tree Density"
"ROVA",17,"Sapling BA","Native Canopy","nonsign",3,"Insecure","Sapling BA"
"ROVA",18,"Sapling Density","Native Canopy","signdec_bad",3,"Insecure","Sapling Density"
"ROVA",19,"Seedling Density","Native Canopy","signdec_bad",3,"Insecure","Seedling Density"
"ROVA",30,"Stocking Index","Native Canopy","signdec_bad",3,"Insecure","Stocking Index"
"ROVA",20,"Tree BA","Native Subcan.","signdec_bad",3,"Insecure","Tree BA"
"ROVA",21,"Tree Density","Native Subcan.","signdec_bad",3,"Insecure","Tree Density"
"ROVA",22,"Sapling BA","Native Subcan.","nonsign",3,"Insecure","Sapling BA"
"ROVA",23,"Sapling Density","Native Subcan.","nonsign",3,"Insecure","Sapling Density"
"ROVA",24,"Seedling Density","Native Subcan.","nonsign",3,"Insecure","Seedling Density"
"ROVA",25,"Tree BA","Exotic","nonsign",3,"Insecure","Tree BA"
"ROVA",26,"Tree Density","Exotic","nonsign",3,"Insecure","Tree Density"
"ROVA",27,"Sapling BA","Exotic","notmod",3,"Insecure","Sapling BA"
"ROVA",28,"Sapling Density","Exotic","notmod",3,"Insecure","Sapling Density"
"ROVA",29,"Seedling Density","Exotic","nonsign",3,"Insecure","Seedling Density"
"SAGA",1,"Sapling Density","Status","critical",3,"Insecure","Sapling Density"
"SAGA",2,"Seedling Density","Status","critical",3,"Insecure","Seedling Density"
"SAGA",3,"% Stocked Plots","Status","critical",3,"Insecure","% Stocked Plots"
"SAGA",4,"Stocking Index","Status","caution",3,"Insecure","Stocking Index"
"SAGA",9,"Deer Browse Impacts","Status","caution",3,"Insecure","Deer Browse Impacts"
"SAGA",10,"Flat Tree Diam. Dist.","Status","acceptable",3,"Insecure","Flat Tree Diam. Dist."
"SAGA",5,"Sapling Composition","Status","acceptable",3,"Insecure","Sapling Composition"
"SAGA",6,"Seedling Composition","Status","caution",3,"Insecure","Seedling Composition"
"SAGA",7,"Sorensen Sapling","Status","acceptable",3,"Insecure","Sorensen Sapling"
"SAGA",8,"Sorensen Seedling","Status","acceptable",3,"Insecure","Sorensen Seedling"
"SAGA",10,"Tree BA","Total","nonsign",3,"Insecure","Tree BA"
"SAGA",11,"Tree Density","Total","signdec_bad",3,"Insecure","Tree Density"
"SAGA",12,"Sapling BA","Total","signinc_good",3,"Insecure","Sapling BA"
"SAGA",13,"Sapling Density","Total","nonsign",3,"Insecure","Sapling Density"
"SAGA",14,"Seedling Density","Total","nonsign",3,"Insecure","Seedling Density"
"SAGA",15,"Tree BA","Native Canopy","nonsign",3,"Insecure","Tree BA"
"SAGA",16,"Tree Density","Native Canopy","signdec_bad",3,"Insecure","Tree Density"
"SAGA",17,"Sapling BA","Native Canopy","signinc_good",3,"Insecure","Sapling BA"
"SAGA",18,"Sapling Density","Native Canopy","nonsign",3,"Insecure","Sapling Density"
"SAGA",19,"Seedling Density","Native Canopy","nonsign",3,"Insecure","Seedling Density"
"SAGA",30,"Stocking Index","Native Canopy","signdec_bad",3,"Insecure","Stocking Index"
"SAGA",20,"Tree BA","Native Subcan.","nonsign",3,"Insecure","Tree BA"
"SAGA",21,"Tree Density","Native Subcan.","signdec_bad",3,"Insecure","Tree Density"
"SAGA",22,"Sapling BA","Native Subcan.","notmod",3,"Insecure","Sapling BA"
"SAGA",23,"Sapling Density","Native Subcan.","notmod",3,"Insecure","Sapling Density"
"SAGA",24,"Seedling Density","Native Subcan.","nonsign",3,"Insecure","Seedling Density"
"SAGA",25,"Tree BA","Exotic","notmod",3,"Insecure","Tree BA"
"SAGA",26,"Tree Density","Exotic","notmod",3,"Insecure","Tree Density"
"SAGA",27,"Sapling BA","Exotic","notmod",3,"Insecure","Sapling BA"
"SAGA",28,"Sapling Density","Exotic","notmod",3,"Insecure","Sapling Density"
"SAGA",29,"Seedling Density","Exotic","notmod",3,"Insecure","Seedling Density"
"SAHI",1,"Sapling Density","Status","critical",7,"Imminent Failure","Sapling Density"
"SAHI",2,"Seedling Density","Status","caution",7,"Imminent Failure","Seedling Density"
"SAHI",3,"% Stocked Plots","Status","critical",7,"Imminent Failure","% Stocked Plots"
"SAHI",4,"Stocking Index","Status","critical",7,"Imminent Failure","Stocking Index"
"SAHI",9,"Deer Browse Impacts","Status","caution",7,"Imminent Failure","Deer Browse Impacts"
"SAHI",10,"Flat Tree Diam. Dist.","Status","critical",7,"Imminent Failure","Flat Tree Diam. Dist."
"SAHI",5,"Sapling Composition","Status","critical",7,"Imminent Failure","Sapling Composition"
"SAHI",6,"Seedling Composition","Status","critical",7,"Imminent Failure","Seedling Composition"
"SAHI",7,"Sorensen Sapling","Status","acceptable",7,"Imminent Failure","Sorensen Sapling"
"SAHI",8,"Sorensen Seedling","Status","critical",7,"Imminent Failure","Sorensen Seedling"
"SAHI",10,"Tree BA","Total","notmod",7,"Imminent Failure","Tree BA"
"SAHI",11,"Tree Density","Total","notmod",7,"Imminent Failure","Tree Density"
"SAHI",12,"Sapling BA","Total","notmod",7,"Imminent Failure","Sapling BA"
"SAHI",13,"Sapling Density","Total","notmod",7,"Imminent Failure","Sapling Density"
"SAHI",14,"Seedling Density","Total","notmod",7,"Imminent Failure","Seedling Density"
"SAHI",15,"Tree BA","Native Canopy","notmod",7,"Imminent Failure","Tree BA"
"SAHI",16,"Tree Density","Native Canopy","notmod",7,"Imminent Failure","Tree Density"
"SAHI",17,"Sapling BA","Native Canopy","notmod",7,"Imminent Failure","Sapling BA"
"SAHI",18,"Sapling Density","Native Canopy","notmod",7,"Imminent Failure","Sapling Density"
"SAHI",19,"Seedling Density","Native Canopy","notmod",7,"Imminent Failure","Seedling Density"
"SAHI",30,"Stocking Index","Native Canopy","notmod",7,"Imminent Failure","Stocking Index"
"SAHI",20,"Tree BA","Native Subcan.","notmod",7,"Imminent Failure","Tree BA"
"SAHI",21,"Tree Density","Native Subcan.","notmod",7,"Imminent Failure","Tree Density"
"SAHI",22,"Sapling BA","Native Subcan.","notmod",7,"Imminent Failure","Sapling BA"
"SAHI",23,"Sapling Density","Native Subcan.","notmod",7,"Imminent Failure","Sapling Density"
"SAHI",24,"Seedling Density","Native Subcan.","notmod",7,"Imminent Failure","Seedling Density"
"SAHI",25,"Tree BA","Exotic","notmod",7,"Imminent Failure","Tree BA"
"SAHI",26,"Tree Density","Exotic","notmod",7,"Imminent Failure","Tree Density"
"SAHI",27,"Sapling BA","Exotic","notmod",7,"Imminent Failure","Sapling BA"
"SAHI",28,"Sapling Density","Exotic","notmod",7,"Imminent Failure","Sapling Density"
"SAHI",29,"Seedling Density","Exotic","notmod",7,"Imminent Failure","Seedling Density"
"SARA",1,"Sapling Density","Status","critical",7,"Imminent Failure","Sapling Density"
"SARA",2,"Seedling Density","Status","caution",7,"Imminent Failure","Seedling Density"
"SARA",3,"% Stocked Plots","Status","critical",7,"Imminent Failure","% Stocked Plots"
"SARA",4,"Stocking Index","Status","critical",7,"Imminent Failure","Stocking Index"
"SARA",9,"Deer Browse Impacts","Status","critical",7,"Imminent Failure","Deer Browse Impacts"
"SARA",10,"Flat Tree Diam. Dist.","Status","acceptable",7,"Imminent Failure","Flat Tree Diam. Dist."
"SARA",5,"Sapling Composition","Status","critical",7,"Imminent Failure","Sapling Composition"
"SARA",6,"Seedling Composition","Status","critical",7,"Imminent Failure","Seedling Composition"
"SARA",7,"Sorensen Sapling","Status","critical",7,"Imminent Failure","Sorensen Sapling"
"SARA",8,"Sorensen Seedling","Status","acceptable",7,"Imminent Failure","Sorensen Seedling"
"SARA",10,"Tree BA","Total","signinc_good",7,"Imminent Failure","Tree BA"
"SARA",11,"Tree Density","Total","nonsign",7,"Imminent Failure","Tree Density"
"SARA",12,"Sapling BA","Total","nonsign",7,"Imminent Failure","Sapling BA"
"SARA",13,"Sapling Density","Total","nonsign",7,"Imminent Failure","Sapling Density"
"SARA",14,"Seedling Density","Total","signinc_good",7,"Imminent Failure","Seedling Density"
"SARA",15,"Tree BA","Native Canopy","signinc_good",7,"Imminent Failure","Tree BA"
"SARA",16,"Tree Density","Native Canopy","signdec_bad",7,"Imminent Failure","Tree Density"
"SARA",17,"Sapling BA","Native Canopy","nonsign",7,"Imminent Failure","Sapling BA"
"SARA",18,"Sapling Density","Native Canopy","nonsign",7,"Imminent Failure","Sapling Density"
"SARA",19,"Seedling Density","Native Canopy","signinc_good",7,"Imminent Failure","Seedling Density"
"SARA",30,"Stocking Index","Native Canopy","nonsign",7,"Imminent Failure","Stocking Index"
"SARA",20,"Tree BA","Native Subcan.","signinc_good",7,"Imminent Failure","Tree BA"
"SARA",21,"Tree Density","Native Subcan.","nonsign",7,"Imminent Failure","Tree Density"
"SARA",22,"Sapling BA","Native Subcan.","nonsign",7,"Imminent Failure","Sapling BA"
"SARA",23,"Sapling Density","Native Subcan.","nonsign",7,"Imminent Failure","Sapling Density"
"SARA",24,"Seedling Density","Native Subcan.","nonsign",7,"Imminent Failure","Seedling Density"
"SARA",25,"Tree BA","Exotic","signinc_bad",7,"Imminent Failure","Tree BA"
"SARA",26,"Tree Density","Exotic","signinc_bad",7,"Imminent Failure","Tree Density"
"SARA",27,"Sapling BA","Exotic","signinc_bad",7,"Imminent Failure","Sapling BA"
"SARA",28,"Sapling Density","Exotic","nonsign",7,"Imminent Failure","Sapling Density"
"SARA",29,"Seedling Density","Exotic","signinc_bad",7,"Imminent Failure","Seedling Density"
"THST",1,"Sapling Density","Status","critical",7,"Imminent Failure","Sapling Density"
"THST",2,"Seedling Density","Status","critical",7,"Imminent Failure","Seedling Density"
"THST",3,"% Stocked Plots","Status","critical",7,"Imminent Failure","% Stocked Plots"
"THST",4,"Stocking Index","Status","critical",7,"Imminent Failure","Stocking Index"
"THST",9,"Deer Browse Impacts","Status","critical",7,"Imminent Failure","Deer Browse Impacts"
"THST",10,"Flat Tree Diam. Dist.","Status","acceptable",7,"Imminent Failure","Flat Tree Diam. Dist."
"THST",5,"Sapling Composition","Status","caution",7,"Imminent Failure","Sapling Composition"
"THST",6,"Seedling Composition","Status","critical",7,"Imminent Failure","Seedling Composition"
"THST",7,"Sorensen Sapling","Status","acceptable",7,"Imminent Failure","Sorensen Sapling"
"THST",8,"Sorensen Seedling","Status","critical",7,"Imminent Failure","Sorensen Seedling"
"THST",10,"Tree BA","Total","nonsign",7,"Imminent Failure","Tree BA"
"THST",11,"Tree Density","Total","nonsign",7,"Imminent Failure","Tree Density"
"THST",12,"Sapling BA","Total","nonsign",7,"Imminent Failure","Sapling BA"
"THST",13,"Sapling Density","Total","nonsign",7,"Imminent Failure","Sapling Density"
"THST",14,"Seedling Density","Total","signdec_bad",7,"Imminent Failure","Seedling Density"
"THST",15,"Tree BA","Native Canopy","nonsign",7,"Imminent Failure","Tree BA"
"THST",16,"Tree Density","Native Canopy","nonsign",7,"Imminent Failure","Tree Density"
"THST",17,"Sapling BA","Native Canopy","nonsign",7,"Imminent Failure","Sapling BA"
"THST",18,"Sapling Density","Native Canopy","nonsign",7,"Imminent Failure","Sapling Density"
"THST",19,"Seedling Density","Native Canopy","nonsign",7,"Imminent Failure","Seedling Density"
"THST",30,"Stocking Index","Native Canopy","nonsign",7,"Imminent Failure","Stocking Index"
"THST",20,"Tree BA","Native Subcan.","nonsign",7,"Imminent Failure","Tree BA"
"THST",21,"Tree Density","Native Subcan.","nonsign",7,"Imminent Failure","Tree Density"
"THST",22,"Sapling BA","Native Subcan.","nonsign",7,"Imminent Failure","Sapling BA"
"THST",23,"Sapling Density","Native Subcan.","signinc_good",7,"Imminent Failure","Sapling Density"
"THST",24,"Seedling Density","Native Subcan.","nonsign",7,"Imminent Failure","Seedling Density"
"THST",25,"Tree BA","Exotic","notmod",7,"Imminent Failure","Tree BA"
"THST",26,"Tree Density","Exotic","notmod",7,"Imminent Failure","Tree Density"
"THST",27,"Sapling BA","Exotic","notmod",7,"Imminent Failure","Sapling BA"
"THST",28,"Sapling Density","Exotic","notmod",7,"Imminent Failure","Sapling Density"
"THST",29,"Seedling Density","Exotic","notmod",7,"Imminent Failure","Seedling Density"
"VAFO",1,"Sapling Density","Status","critical",6,"Imminent Failure","Sapling Density"
"VAFO",2,"Seedling Density","Status","caution",6,"Imminent Failure","Seedling Density"
"VAFO",3,"% Stocked Plots","Status","critical",6,"Imminent Failure","% Stocked Plots"
"VAFO",4,"Stocking Index","Status","critical",6,"Imminent Failure","Stocking Index"
"VAFO",9,"Deer Browse Impacts","Status","critical",6,"Imminent Failure","Deer Browse Impacts"
"VAFO",10,"Flat Tree Diam. Dist.","Status","acceptable",6,"Imminent Failure","Flat Tree Diam. Dist."
"VAFO",5,"Sapling Composition","Status","caution",6,"Imminent Failure","Sapling Composition"
"VAFO",6,"Seedling Composition","Status","critical",6,"Imminent Failure","Seedling Composition"
"VAFO",7,"Sorensen Sapling","Status","acceptable",6,"Imminent Failure","Sorensen Sapling"
"VAFO",8,"Sorensen Seedling","Status","critical",6,"Imminent Failure","Sorensen Seedling"
"VAFO",10,"Tree BA","Total","signinc_good",6,"Imminent Failure","Tree BA"
"VAFO",11,"Tree Density","Total","signdec_bad",6,"Imminent Failure","Tree Density"
"VAFO",12,"Sapling BA","Total","signdec_bad",6,"Imminent Failure","Sapling BA"
"VAFO",13,"Sapling Density","Total","nonsign",6,"Imminent Failure","Sapling Density"
"VAFO",14,"Seedling Density","Total","signinc_good",6,"Imminent Failure","Seedling Density"
"VAFO",15,"Tree BA","Native Canopy","signinc_good",6,"Imminent Failure","Tree BA"
"VAFO",16,"Tree Density","Native Canopy","nonsign",6,"Imminent Failure","Tree Density"
"VAFO",17,"Sapling BA","Native Canopy","nonsign",6,"Imminent Failure","Sapling BA"
"VAFO",18,"Sapling Density","Native Canopy","signdec_bad",6,"Imminent Failure","Sapling Density"
"VAFO",19,"Seedling Density","Native Canopy","signinc_good",6,"Imminent Failure","Seedling Density"
"VAFO",30,"Stocking Index","Native Canopy","signinc_good",6,"Imminent Failure","Stocking Index"
"VAFO",20,"Tree BA","Native Subcan.","nonsign",6,"Imminent Failure","Tree BA"
"VAFO",21,"Tree Density","Native Subcan.","signdec_bad",6,"Imminent Failure","Tree Density"
"VAFO",22,"Sapling BA","Native Subcan.","signdec_bad",6,"Imminent Failure","Sapling BA"
"VAFO",23,"Sapling Density","Native Subcan.","signdec_bad",6,"Imminent Failure","Sapling Density"
"VAFO",24,"Seedling Density","Native Subcan.","nonsign",6,"Imminent Failure","Seedling Density"
"VAFO",25,"Tree BA","Exotic","signinc_bad",6,"Imminent Failure","Tree BA"
"VAFO",26,"Tree Density","Exotic","signinc_bad",6,"Imminent Failure","Tree Density"
"VAFO",27,"Sapling BA","Exotic","notmod",6,"Imminent Failure","Sapling BA"
"VAFO",28,"Sapling Density","Exotic","notmod",6,"Imminent Failure","Sapling Density"
"VAFO",29,"Seedling Density","Exotic","signinc_bad",6,"Imminent Failure","Seedling Density"
"WEFA",1,"Sapling Density","Status","critical",4,"Probable Failure","Sapling Density"
"WEFA",2,"Seedling Density","Status","caution",4,"Probable Failure","Seedling Density"
"WEFA",3,"% Stocked Plots","Status","critical",4,"Probable Failure","% Stocked Plots"
"WEFA",4,"Stocking Index","Status","critical",4,"Probable Failure","Stocking Index"
"WEFA",9,"Deer Browse Impacts","Status","caution",4,"Probable Failure","Deer Browse Impacts"
"WEFA",10,"Flat Tree Diam. Dist.","Status","acceptable",4,"Probable Failure","Flat Tree Diam. Dist."
"WEFA",5,"Sapling Composition","Status","caution",4,"Probable Failure","Sapling Composition"
"WEFA",6,"Seedling Composition","Status","caution",4,"Probable Failure","Seedling Composition"
"WEFA",7,"Sorensen Sapling","Status","critical",4,"Probable Failure","Sorensen Sapling"
"WEFA",8,"Sorensen Seedling","Status","acceptable",4,"Probable Failure","Sorensen Seedling"
"WEFA",10,"Tree BA","Total","signinc_good",4,"Probable Failure","Tree BA"
"WEFA",11,"Tree Density","Total","signdec_bad",4,"Probable Failure","Tree Density"
"WEFA",12,"Sapling BA","Total","nonsign",4,"Probable Failure","Sapling BA"
"WEFA",13,"Sapling Density","Total","nonsign",4,"Probable Failure","Sapling Density"
"WEFA",14,"Seedling Density","Total","signinc_good",4,"Probable Failure","Seedling Density"
"WEFA",15,"Tree BA","Native Canopy","signinc_good",4,"Probable Failure","Tree BA"
"WEFA",16,"Tree Density","Native Canopy","signdec_bad",4,"Probable Failure","Tree Density"
"WEFA",17,"Sapling BA","Native Canopy","nonsign",4,"Probable Failure","Sapling BA"
"WEFA",18,"Sapling Density","Native Canopy","signdec_bad",4,"Probable Failure","Sapling Density"
"WEFA",19,"Seedling Density","Native Canopy","signinc_good",4,"Probable Failure","Seedling Density"
"WEFA",30,"Stocking Index","Native Canopy","nonsign",4,"Probable Failure","Stocking Index"
"WEFA",20,"Tree BA","Native Subcan.","nonsign",4,"Probable Failure","Tree BA"
"WEFA",21,"Tree Density","Native Subcan.","signdec_bad",4,"Probable Failure","Tree Density"
"WEFA",22,"Sapling BA","Native Subcan.","notmod",4,"Probable Failure","Sapling BA"
"WEFA",23,"Sapling Density","Native Subcan.","notmod",4,"Probable Failure","Sapling Density"
"WEFA",24,"Seedling Density","Native Subcan.","signinc_good",4,"Probable Failure","Seedling Density"
"WEFA",25,"Tree BA","Exotic","notmod",4,"Probable Failure","Tree BA"
"WEFA",26,"Tree Density","Exotic","notmod",4,"Probable Failure","Tree Density"
"WEFA",27,"Sapling BA","Exotic","notmod",4,"Probable Failure","Sapling BA"
"WEFA",28,"Sapling Density","Exotic","notmod",4,"Probable Failure","Sapling Density"
"WEFA",29,"Seedling Density","Exotic","notmod",4,"Probable Failure","Seedling Density"
"WOTR",1,"Sapling Density","Status","critical",2,"Insecure","Sapling Density"
"WOTR",2,"Seedling Density","Status","caution",2,"Insecure","Seedling Density"
"WOTR",3,"% Stocked Plots","Status","critical",2,"Insecure","% Stocked Plots"
"WOTR",4,"Stocking Index","Status","caution",2,"Insecure","Stocking Index"
"WOTR",9,"Deer Browse Impacts","Status","caution",2,"Insecure","Deer Browse Impacts"
"WOTR",10,"Flat Tree Diam. Dist.","Status","acceptable",2,"Insecure","Flat Tree Diam. Dist."
"WOTR",5,"Sapling Composition","Status","acceptable",2,"Insecure","Sapling Composition"
"WOTR",6,"Seedling Composition","Status","caution",2,"Insecure","Seedling Composition"
"WOTR",7,"Sorensen Sapling","Status","acceptable",2,"Insecure","Sorensen Sapling"
"WOTR",8,"Sorensen Seedling","Status","acceptable",2,"Insecure","Sorensen Seedling"
"WOTR",10,"Tree BA","Total","notmod",2,"Insecure","Tree BA"
"WOTR",11,"Tree Density","Total","notmod",2,"Insecure","Tree Density"
"WOTR",12,"Sapling BA","Total","notmod",2,"Insecure","Sapling BA"
"WOTR",13,"Sapling Density","Total","notmod",2,"Insecure","Sapling Density"
"WOTR",14,"Seedling Density","Total","notmod",2,"Insecure","Seedling Density"
"WOTR",15,"Tree BA","Native Canopy","notmod",2,"Insecure","Tree BA"
"WOTR",16,"Tree Density","Native Canopy","notmod",2,"Insecure","Tree Density"
"WOTR",17,"Sapling BA","Native Canopy","notmod",2,"Insecure","Sapling BA"
"WOTR",18,"Sapling Density","Native Canopy","notmod",2,"Insecure","Sapling Density"
"WOTR",19,"Seedling Density","Native Canopy","notmod",2,"Insecure","Seedling Density"
"WOTR",30,"Stocking Index","Native Canopy","notmod",2,"Insecure","Stocking Index"
"WOTR",20,"Tree BA","Native Subcan.","notmod",2,"Insecure","Tree BA"
"WOTR",21,"Tree Density","Native Subcan.","notmod",2,"Insecure","Tree Density"
"WOTR",22,"Sapling BA","Native Subcan.","notmod",2,"Insecure","Sapling BA"
"WOTR",23,"Sapling Density","Native Subcan.","notmod",2,"Insecure","Sapling Density"
"WOTR",24,"Seedling Density","Native Subcan.","notmod",2,"Insecure","Seedling Density"
"WOTR",25,"Tree BA","Exotic","notmod",2,"Insecure","Tree BA"
"WOTR",26,"Tree Density","Exotic","notmod",2,"Insecure","Tree Density"
"WOTR",27,"Sapling BA","Exotic","notmod",2,"Insecure","Sapling BA"
"WOTR",28,"Sapling Density","Exotic","notmod",2,"Insecure","Sapling Density"
"WOTR",29,"Seedling Density","Exotic","notmod",2,"Insecure","Seedling Density"
