"term","estimate","lower95","upper95","num_boots","park","resp","Network","lat_rank","park_ord","network_ord","strp_col"
"Intercept",2.40226810983315,1.34309973484104,3.62797316169415,1000,"CATO","tree_40cm_BA_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"Slope",-0.297909181823024,-0.551508725250357,-0.0810639642786059,1000,"CATO","tree_40cm_BA_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"c1_response",2.10435892801013,1.20000599162681,3.20849144956046,1000,"CATO","tree_40cm_BA_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"c2_response",1.8064497461871,0.993761299292425,2.84692507838161,1000,"CATO","tree_40cm_BA_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"c3_response",1.50854056436408,0.759753885747768,2.51966439278364,1000,"CATO","tree_40cm_BA_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"Intercept",20.0883198985273,17.3287031558361,22.8078390991442,1000,"CATO","tree_40cm_BA_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"Slope",0.230372629826591,-0.425824680213135,0.827578420373291,1000,"CATO","tree_40cm_BA_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"c1_response",20.3186925283539,17.7624527898269,22.9469783051699,1000,"CATO","tree_40cm_BA_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"c2_response",20.5490651581805,17.9435277474481,23.1739758757858,1000,"CATO","tree_40cm_BA_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"c3_response",20.7794377880071,18.0002516759126,23.615894092119,1000,"CATO","tree_40cm_BA_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"Intercept",-0.0962388166844413,NA,NA,NA,"CATO","tree_40cm_Dens_Exotic","NCRN",22,"CATO","NCRN","#E1E59B"
"Slope",0.144358225026662,NA,NA,NA,"CATO","tree_40cm_Dens_Exotic","NCRN",22,"CATO","NCRN","#E1E59B"
"c1_response",0.048119408342221,NA,NA,NA,"CATO","tree_40cm_Dens_Exotic","NCRN",22,"CATO","NCRN","#E1E59B"
"c2_response",0.192477633368883,NA,NA,NA,"CATO","tree_40cm_Dens_Exotic","NCRN",22,"CATO","NCRN","#E1E59B"
"c3_response",0.336835858395546,NA,NA,NA,"CATO","tree_40cm_Dens_Exotic","NCRN",22,"CATO","NCRN","#E1E59B"
"Intercept",74.4888441137582,63.0316129874707,85.4672871270256,1000,"CATO","tree_40cm_Dens_NatCan","NCRN",22,"CATO","NCRN","#E1E59B"
"Slope",0.721791125133232,-1.73229870031994,3.32023917561325,1000,"CATO","tree_40cm_Dens_NatCan","NCRN",22,"CATO","NCRN","#E1E59B"
"c1_response",75.2106352388915,64.904660957193,85.4612722009894,1000,"CATO","tree_40cm_Dens_NatCan","NCRN",22,"CATO","NCRN","#E1E59B"
"c2_response",75.9324263640247,66.0198282455258,85.5611199732981,1000,"CATO","tree_40cm_Dens_NatCan","NCRN",22,"CATO","NCRN","#E1E59B"
"c3_response",76.6542174891579,66.3554611187092,86.4777947022178,1000,"CATO","tree_40cm_Dens_NatCan","NCRN",22,"CATO","NCRN","#E1E59B"
"Intercept",12.8960014357151,7.12167243464867,19.4402409702569,1000,"CATO","tree_40cm_Dens_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"Slope",-2.02101515037326,-3.46459740063988,-0.866149350159967,1000,"CATO","tree_40cm_Dens_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"c1_response",10.8749862853418,6.013723057569,16.2655630048789,1000,"CATO","tree_40cm_Dens_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"c2_response",8.85397113496859,4.90817965090649,13.2833626728701,1000,"CATO","tree_40cm_Dens_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"c3_response",6.83295598459533,3.41647799229771,10.8268668769996,1000,"CATO","tree_40cm_Dens_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"Intercept",87.2886067327843,77.2797697976034,98.9407214628555,1000,"CATO","tree_40cm_Dens_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"Slope",-1.15486580021333,-4.04203030074648,1.73229870032016,1000,"CATO","tree_40cm_Dens_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"c1_response",86.133740932571,76.6975249566612,96.6767033003509,1000,"CATO","tree_40cm_Dens_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"c2_response",84.9788751323576,75.6413039435532,95.0863568546417,1000,"CATO","tree_40cm_Dens_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"c3_response",83.8240093321443,73.8115634413395,94.4102791674315,1000,"CATO","tree_40cm_Dens_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"Intercept",0.000809368448315707,NA,NA,NA,"CATO","Tree_BA_Exotic","NCRN",22,"CATO","NCRN","#E1E59B"
"Slope",0.037980649004515,NA,NA,NA,"CATO","Tree_BA_Exotic","NCRN",22,"CATO","NCRN","#E1E59B"
"c1_response",0.0387900174528307,NA,NA,NA,"CATO","Tree_BA_Exotic","NCRN",22,"CATO","NCRN","#E1E59B"
"c2_response",0.0767706664573457,NA,NA,NA,"CATO","Tree_BA_Exotic","NCRN",22,"CATO","NCRN","#E1E59B"
"c3_response",0.114751315461861,NA,NA,NA,"CATO","Tree_BA_Exotic","NCRN",22,"CATO","NCRN","#E1E59B"
"Intercept",27.1671179403438,24.1162935577103,30.1199687053831,1000,"CATO","Tree_BA_NatCan","NCRN",22,"CATO","NCRN","#E1E59B"
"Slope",0.0598927839812822,-0.535529568963977,0.571193701531392,1000,"CATO","Tree_BA_NatCan","NCRN",22,"CATO","NCRN","#E1E59B"
"c1_response",27.2270107243251,24.459269356371,29.954843779776,1000,"CATO","Tree_BA_NatCan","NCRN",22,"CATO","NCRN","#E1E59B"
"c2_response",27.2869035083064,24.5251768498569,30.0953593813304,1000,"CATO","Tree_BA_NatCan","NCRN",22,"CATO","NCRN","#E1E59B"
"c3_response",27.3467962922876,24.621743708578,30.2330945231728,1000,"CATO","Tree_BA_NatCan","NCRN",22,"CATO","NCRN","#E1E59B"
"Intercept",3.79038793004454,2.23806296265664,5.34458375596904,1000,"CATO","Tree_BA_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"Slope",-0.530849944472799,-0.857670614171264,-0.225401654347764,1000,"CATO","Tree_BA_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"c1_response",3.25953798557174,1.96178432103282,4.66973530310672,1000,"CATO","Tree_BA_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"c2_response",2.72868804109894,1.67821467477643,3.99410606472452,1000,"CATO","Tree_BA_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"c3_response",2.19783809662615,1.25320061411616,3.32293173319666,1000,"CATO","Tree_BA_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"Intercept",30.958315238837,28.4563225664377,33.4675450221295,1000,"CATO","Tree_BA_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"Slope",-0.432976511486993,-1.12802570850879,0.156349629704855,1000,"CATO","Tree_BA_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"c1_response",30.52533872735,28.1864960998904,32.8266010472512,1000,"CATO","Tree_BA_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"c2_response",30.092362215863,27.8579673716456,32.306428775429,1000,"CATO","Tree_BA_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"c3_response",29.6593857043761,27.2840342442262,32.1238648348973,1000,"CATO","Tree_BA_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"Intercept",1.44358225026665,NA,NA,NA,"CATO","Tree_Dens_Exotic","NCRN",22,"CATO","NCRN","#E1E59B"
"Slope",0.288716450053327,NA,NA,NA,"CATO","Tree_Dens_Exotic","NCRN",22,"CATO","NCRN","#E1E59B"
"c1_response",1.73229870031998,NA,NA,NA,"CATO","Tree_Dens_Exotic","NCRN",22,"CATO","NCRN","#E1E59B"
"c2_response",2.0210151503733,NA,NA,NA,"CATO","Tree_Dens_Exotic","NCRN",22,"CATO","NCRN","#E1E59B"
"c3_response",2.30973160042663,NA,NA,NA,"CATO","Tree_Dens_Exotic","NCRN",22,"CATO","NCRN","#E1E59B"
"Intercept",291.98856982062,262.440847128065,319.900232629507,1000,"CATO","Tree_Dens_NatCan","NCRN",22,"CATO","NCRN","#E1E59B"
"Slope",-5.48561255101319,-10.3937922019195,-0.866149350160628,1000,"CATO","Tree_Dens_NatCan","NCRN",22,"CATO","NCRN","#E1E59B"
"c1_response",286.502957269607,259.500751278343,310.756342059292,1000,"CATO","Tree_Dens_NatCan","NCRN",22,"CATO","NCRN","#E1E59B"
"c2_response",281.017344718594,255.41300753968,304.117066693256,1000,"CATO","Tree_Dens_NatCan","NCRN",22,"CATO","NCRN","#E1E59B"
"c3_response",275.531732167581,251.37458619455,297.910866002323,1000,"CATO","Tree_Dens_NatCan","NCRN",22,"CATO","NCRN","#E1E59B"
"Intercept",39.7466312906744,25.7895969010127,55.4359643806554,1000,"CATO","Tree_Dens_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"Slope",-2.30973160042656,-7.65459488203878,4.04203030074653,1000,"CATO","Tree_Dens_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"c1_response",37.4368996902478,26.1276357446173,50.1897458861445,1000,"CATO","Tree_Dens_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"c2_response",35.1271680898213,24.2497758340622,48.2156471589048,1000,"CATO","Tree_Dens_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"c3_response",32.8174364893947,21.4119337270794,48.4225606147765,1000,"CATO","Tree_Dens_NatOth","NCRN",22,"CATO","NCRN","#E1E59B"
"Intercept",333.178783361541,302.26206350166,363.311156865429,1000,"CATO","Tree_Dens_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"Slope",-7.50662770138699,-15.4463300778528,0.433074675079735,1000,"CATO","Tree_Dens_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"c1_response",325.672155660154,298.912952681047,351.523104806804,1000,"CATO","Tree_Dens_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"c2_response",318.165527958767,295.253471676616,340.784055850028,1000,"CATO","Tree_Dens_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"c3_response",310.65890025738,289.196441151531,332.414887754098,1000,"CATO","Tree_Dens_Total","NCRN",22,"CATO","NCRN","#E1E59B"
"Intercept",0.603990913977146,0.500478203832538,0.701127301016307,1000,"CHOH","Hor_sap","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",-0.00181118746527672,-0.0371239057830505,0.0309916760933936,1000,"CHOH","Hor_sap","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",0.60217972651187,0.520246023742806,0.674555044922281,1000,"CHOH","Hor_sap","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",0.600368539046593,0.524822737687264,0.667692784245077,1000,"CHOH","Hor_sap","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",0.598557351581316,0.517584626642513,0.678876028565738,1000,"CHOH","Hor_sap","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",0.685464737851268,0.578206766704572,0.784905763373781,1000,"CHOH","Hor_seed","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",-0.00472173653667964,-0.048326374133544,0.0378588151582201,1000,"CHOH","Hor_seed","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",0.680743001314589,0.604902749340011,0.749892544770266,1000,"CHOH","Hor_seed","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",0.676021264777909,0.610714263273286,0.736898272338803,1000,"CHOH","Hor_seed","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",0.67129952824123,0.593270545795486,0.744458314861865,1000,"CHOH","Hor_seed","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",0.0244039064889726,NA,NA,NA,"CHOH","Sap_BA_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",0.00532009895453941,NA,NA,NA,"CHOH","Sap_BA_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",0.029724005443512,NA,NA,NA,"CHOH","Sap_BA_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",0.0350441043980514,NA,NA,NA,"CHOH","Sap_BA_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",0.0403642033525908,NA,NA,NA,"CHOH","Sap_BA_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",1.24605921597293,0.720704145724897,2.02679096720155,1000,"CHOH","Sap_BA_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",-0.191504804346966,-0.363302570598635,-0.0651004941503159,1000,"CHOH","Sap_BA_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",1.05455441162596,0.647171543081887,1.65770580665297,1000,"CHOH","Sap_BA_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",0.863049607278994,0.558663215141692,1.31270676230261,1000,"CHOH","Sap_BA_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",0.671544802932028,0.439643584444898,0.986361082301051,1000,"CHOH","Sap_BA_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",0.610072209354236,0.376020673507946,0.873818787173436,1000,"CHOH","Sap_BA_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",0.077706040621181,-0.00283052238838418,0.163546958833887,1000,"CHOH","Sap_BA_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",0.687778249975417,0.469053919881717,0.927627491003417,1000,"CHOH","Sap_BA_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",0.765484290596598,0.523530113063189,1.03028394083488,1000,"CHOH","Sap_BA_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",0.843190331217779,0.573417554081581,1.15554966083584,1000,"CHOH","Sap_BA_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",1.88043703651509,1.30467247939448,2.70846673900375,1000,"CHOH","Sap_BA_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",-0.108441804033331,-0.309386038196735,0.053358893620419,1000,"CHOH","Sap_BA_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",1.77199523248175,1.30452372167429,2.41931721038834,1000,"CHOH","Sap_BA_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",1.66355342844842,1.29285937525437,2.14189074409412,1000,"CHOH","Sap_BA_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",1.55511162441509,1.21306786927439,1.9509393693032,1000,"CHOH","Sap_BA_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",0.0021987784059183,NA,NA,NA,"CHOH","Sap_Dens_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",-0.000156381700985132,NA,NA,NA,"CHOH","Sap_Dens_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",0.00204239670493317,NA,NA,NA,"CHOH","Sap_Dens_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",0.00188601500394804,NA,NA,NA,"CHOH","Sap_Dens_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",0.0017296333029629,NA,NA,NA,"CHOH","Sap_Dens_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",0.0621526527528959,0.0276381294236701,0.121761907655201,1000,"CHOH","Sap_Dens_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",-0.0130686722869542,-0.0303423338442795,-0.00333681497790977,1000,"CHOH","Sap_Dens_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",0.0490839804659418,0.0238792009598274,0.0908410467461024,1000,"CHOH","Sap_Dens_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",0.0360153081789876,0.0200710083978574,0.0610824456341034,1000,"CHOH","Sap_Dens_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",0.0229466358920334,0.0153015236672833,0.0325542275879084,1000,"CHOH","Sap_Dens_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",0.0574286942126876,0.0354314030287471,0.0835868294928741,1000,"CHOH","Sap_Dens_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",0.00715582478205921,0.00156707514107734,0.0133375351132667,1000,"CHOH","Sap_Dens_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",0.0645845189947468,0.0432428478043282,0.0886610613292736,1000,"CHOH","Sap_Dens_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",0.071740343776806,0.0497764828417059,0.0961741260111078,1000,"CHOH","Sap_Dens_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",0.0788961685588652,0.0538692754101352,0.105695759989822,1000,"CHOH","Sap_Dens_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",0.121778482348765,0.0748105785288374,0.1966430728559,1000,"CHOH","Sap_Dens_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",-0.00606861307235151,-0.0278342306285313,0.00699895634658863,1000,"CHOH","Sap_Dens_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",0.115709869276413,0.079733784013942,0.169507878490854,1000,"CHOH","Sap_Dens_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",0.109641256204062,0.0813981211823289,0.143567237935235,1000,"CHOH","Sap_Dens_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",0.10357264313171,0.0793307793612974,0.130835797312908,1000,"CHOH","Sap_Dens_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",0.022189063791444,NA,NA,NA,"CHOH","Seed_Dens_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",0.00169907176841749,NA,NA,NA,"CHOH","Seed_Dens_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",0.0238881355598614,NA,NA,NA,"CHOH","Seed_Dens_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",0.0255872073282789,NA,NA,NA,"CHOH","Seed_Dens_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",0.0272862790966964,NA,NA,NA,"CHOH","Seed_Dens_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",0.235227058311866,0.141683034149249,0.354094344647514,1000,"CHOH","Seed_Dens_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",-0.016641698072037,-0.0522344408927956,0.0157784356218934,1000,"CHOH","Seed_Dens_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",0.218585360239829,0.147102637681364,0.309079095716199,1000,"CHOH","Seed_Dens_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",0.201943662167792,0.145554458052151,0.273744823924111,1000,"CHOH","Seed_Dens_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",0.185301964095755,0.129073827605455,0.252169290552359,1000,"CHOH","Seed_Dens_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",0.287307942541957,0.161379057491516,0.446327859128304,1000,"CHOH","Seed_Dens_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",0.0488291591021169,0.00100454972398507,0.101720013907065,1000,"CHOH","Seed_Dens_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",0.336137101644074,0.235390240419098,0.459498485139916,1000,"CHOH","Seed_Dens_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",0.384966260746191,0.28270120676177,0.496245661182951,1000,"CHOH","Seed_Dens_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",0.433795419848308,0.315697931647837,0.559709402770331,1000,"CHOH","Seed_Dens_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",0.545200079040558,0.379097826584113,0.729521563008073,1000,"CHOH","Seed_Dens_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",0.033596483586047,-0.0226249780592894,0.0969193521080887,1000,"CHOH","Seed_Dens_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",0.578796562626605,0.442084823109053,0.736643429054554,1000,"CHOH","Seed_Dens_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",0.612393046212652,0.479312441812138,0.738651039518107,1000,"CHOH","Seed_Dens_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",0.645989529798699,0.510140097735435,0.794009288040563,1000,"CHOH","Seed_Dens_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",0.350201497795141,0.290523963470987,0.410371171714821,1000,"CHOH","Sor_sap","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",-0.025513300949154,-0.0469371481640939,-0.00368537818273418,1000,"CHOH","Sor_sap","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",0.324688196845987,0.275342773803083,0.373863225430625,1000,"CHOH","Sor_sap","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",0.299174895896833,0.253882712957987,0.345501615296038,1000,"CHOH","Sor_sap","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",0.273661594947679,0.224335609653567,0.325182029714392,1000,"CHOH","Sor_sap","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",0.24171313804081,0.172197610930206,0.312529842087878,1000,"CHOH","Sor_seed","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",0.00402128307065122,-0.0259745616704825,0.0341756477574418,1000,"CHOH","Sor_seed","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",0.245734421111461,0.196113569983554,0.294434228878608,1000,"CHOH","Sor_seed","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",0.249755704182112,0.208694252840427,0.292893359878398,1000,"CHOH","Sor_seed","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",0.253776987252763,0.201314434687317,0.30974288225949,1000,"CHOH","Sor_seed","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",11.2578873489139,4.69784275303817,22.963993285645,999,"CHOH","stock_final","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",-2.29538867582614,-6.28161177676129,-0.0492867769087504,999,"CHOH","stock_final","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",8.96249867308779,4.43394968206254,17.03440509347,999,"CHOH","stock_final","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",6.66710999726166,4.06076234808067,10.5748184742403,999,"CHOH","stock_final","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",4.37172132143552,2.62100739665197,6.49059347529652,999,"CHOH","stock_final","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",0.14125321205734,0.0476454960446477,0.290347758328926,1000,"CHOH","tree_10cm_BA_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",-0.00787676133410391,-0.0312152912079229,0.0132991049373091,1000,"CHOH","tree_10cm_BA_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",0.133376450723236,0.0468364870093352,0.263405850251176,1000,"CHOH","tree_10cm_BA_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",0.125499689389133,0.0438476006947355,0.239848837682075,1000,"CHOH","tree_10cm_BA_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",0.117622928055029,0.0399352003589298,0.220436479779624,1000,"CHOH","tree_10cm_BA_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",3.11946827472122,2.57004289836477,3.74029377403302,1000,"CHOH","tree_10cm_BA_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",-0.122889526121324,-0.241452509016286,-0.00684203563575178,1000,"CHOH","tree_10cm_BA_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",2.99657874859989,2.50663639544905,3.55167783911792,1000,"CHOH","tree_10cm_BA_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",2.87368922247857,2.44044044635023,3.37987425030574,1000,"CHOH","tree_10cm_BA_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",2.75079969635725,2.32266709310158,3.27504576718042,1000,"CHOH","tree_10cm_BA_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",0.714093917123095,0.432286245652802,1.08363233645755,1000,"CHOH","tree_10cm_BA_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",-0.0625364106737259,-0.11962693735686,-0.0106913425986246,1000,"CHOH","tree_10cm_BA_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",0.651557506449369,0.38960304185866,0.978023032577999,1000,"CHOH","tree_10cm_BA_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",0.589021095775643,0.344617058648894,0.894988837072407,1000,"CHOH","tree_10cm_BA_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",0.526484685101918,0.288133904626477,0.823083911727356,1000,"CHOH","tree_10cm_BA_NatOth","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",3.9749505133142,3.37740342083477,4.63805613608762,1000,"CHOH","tree_10cm_BA_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",-0.193353364158764,-0.313931500755769,-0.0706716419714887,1000,"CHOH","tree_10cm_BA_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",3.78159714915544,3.25200045516963,4.37043164796999,1000,"CHOH","tree_10cm_BA_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",3.58824378499668,3.10893382627192,4.13979273430035,1000,"CHOH","tree_10cm_BA_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",3.39489042083791,2.91569187368143,3.94971595724322,1000,"CHOH","tree_10cm_BA_Total","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",8.35385754208626,2.82822650356805,15.5166577985893,1000,"CHOH","tree_10cm_Dens_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",-0.562638978724607,-1.60333868596278,0.465977562189799,1000,"CHOH","tree_10cm_Dens_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",7.79121856336165,2.82877084429557,14.5063936682584,1000,"CHOH","tree_10cm_Dens_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",7.22857958463704,2.51180376738357,13.3861614845965,1000,"CHOH","tree_10cm_Dens_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",6.66594060591244,2.10654073569567,12.3551392859504,1000,"CHOH","tree_10cm_Dens_Exotic","NCRN",19,"CHOH","NCRN","#E1E59B"
"Intercept",189.390929626079,154.110604421533,228.778442263708,1000,"CHOH","tree_10cm_Dens_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"Slope",-8.18486922608849,-15.3897376003499,-1.69572692421126,1000,"CHOH","tree_10cm_Dens_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"c1_response",181.20606039999,148.263876531708,217.67417803983,1000,"CHOH","tree_10cm_Dens_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"c2_response",173.021191173902,143.202475603898,205.686206596105,1000,"CHOH","tree_10cm_Dens_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
"c3_response",164.836321947813,137.226522067164,196.312338391565,1000,"CHOH","tree_10cm_Dens_NatCan","NCRN",19,"CHOH","NCRN","#E1E59B"
